query_id,category,strict_reference_cypher,relaxed_reference_cypher
q161,health_risk,"MATCH (l:Location {prefecture_en:'Shizuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Shizuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q165,health_risk,"MATCH (l:Location {prefecture_en:'Kagawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Kagawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q166,health_risk,"MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Tochigi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q167,health_risk,"MATCH (l:Location {prefecture_en:'Mie Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Mie Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q169,health_risk,"MATCH (l:Location {prefecture_en:'Ishikawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct","MATCH (l:Location {prefecture_en:'Ishikawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WITH count(p) AS tot, count(CASE WHEN p.pm25>35.0 THEN 1 END) AS ex RETURN tot AS total, ex AS exceedances, round(100.0*ex/tot,2) AS exceed_pct"
q172,comparative,"MATCH (l:Location {prefecture_en:'Niigata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Niigata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q173,comparative,"MATCH (l:Location {prefecture_en:'Niigata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Niigata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q174,comparative,"MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q175,comparative,"MATCH (l:Location {prefecture_en:'Kumamoto Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Kumamoto Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q176,comparative,"MATCH (l:Location {prefecture_en:'Toyama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Toyama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q177,comparative,"MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q178,comparative,"MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q179,comparative,"MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2021}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q180,comparative,"MATCH (l:Location {prefecture_en:'Akita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Akita Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2019}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q181,comparative,"MATCH (l:Location {prefecture_en:'Tottori Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Tottori Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q184,comparative,"MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Shiga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q185,comparative,"MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Hiroshima Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q186,comparative,"MATCH (l:Location {prefecture_en:'Saitama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Saitama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q188,comparative,"MATCH (l:Location {prefecture_en:'Shizuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Shizuoka Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2022}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q189,comparative,"MATCH (l:Location {prefecture_en:'Gifu Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Gifu Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q191,comparative,"MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Saga Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2023}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q192,comparative,"MATCH (l:Location {prefecture_en:'Chiba Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Chiba Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2018}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q194,comparative,"MATCH (l:Location {prefecture_en:'Toyama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Toyama Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2020}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q195,comparative,"MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Miyagi Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q196,comparative,"MATCH (l:Location {prefecture_en:'Nagasaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10","MATCH (l:Location {prefecture_en:'Nagasaki Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2025}) WITH s, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n WHERE n>100 RETURN s.stationname_en AS station, avg_pm25 ORDER BY avg_pm25 DESC LIMIT 10"
q197,comparative,"MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Yamagata Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
q198,comparative,"MATCH (l:Location {prefecture_en:'Okinawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) WHERE p.pm25 >= 0 AND p.pm25 <= 500 RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC","MATCH (l:Location {prefecture_en:'Okinawa Prefecture'})<-[:LOCATED_AT]-(s:Station)<-[:RECORDED_BY]-(p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime {year:2024}) RETURN s.stationtype_en AS station_type, round(avg(p.pm25),2) AS avg_pm25, count(p) AS n ORDER BY avg_pm25 DESC"
