question_id,category,complexity,retrieval_k,retrieved_exemplar_ids,generated_cypher,CV,ES,EM,VM_F1_strict,VM_F1_tolerant,RMEM_strict,RMEM_tolerant,generation_latency,execution_status,execution_error,gold_has_validity_filter,reference_ok
q105,temporal,complex,3,JP04|JP14|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyazaki Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.848,executed,,1,1
q106,temporal,complex,3,JP02|JP04|JP14,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY season
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,15.566,executed,,1,1
q108,temporal,complex,3,JP04|JP14|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Nara Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.853,executed,,1,1
q109,temporal,complex,3,JP04|JP02|JP14,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shiga Prefecture'
  AND t.year = 2024
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.096,executed,,1,1
q111,temporal,complex,3,JP04|JP14|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hokkaido Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,17.117,executed,,1,1
q112,temporal,complex,3,JP04|JP14|JP17,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Hiroshima Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.627,executed,,1,1
q114,temporal,complex,3,JP04|JP05|JP14,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY season
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,15.335,executed,,1,1
q115,temporal,complex,3,JP02|JP14|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shimane Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.508,executed,,1,1
q116,temporal,complex,3,JP04|JP14|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyazaki Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.949,executed,,1,1
q117,temporal,complex,3,JP14|JP02|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kyoto Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.517,executed,,1,1
q118,temporal,complex,3,JP04|JP02|JP14,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Nara Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
  AND t.season IS NOT NULL
RETURN t.season AS season,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,16.168,executed,,1,1
q120,temporal,complex,3,JP14|JP02|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kochi Prefecture'
  AND t.year = 2021
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.836,executed,,1,1
q122,temporal,complex,3,JP14|JP04|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Chiba Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS total_readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.507,execution_failure,Timeout: exceeded 30s,1,1
q123,temporal,complex,3,JP02|JP14|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Aichi Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.864,executed,,1,1
q124,temporal,complex,3,JP02|JP14|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Saga Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,9.432,executed,,1,1
q125,temporal,complex,3,JP04|JP14|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kagoshima Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.985,executed,,1,1
q127,temporal,complex,3,JP02|JP14|JP15,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tochigi Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.54,execution_failure,Timeout: exceeded 30s,1,1
q128,temporal,complex,3,JP14|JP27|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tokushima Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.month AS month,
       t.month_name AS month_name,
       round(avg(p.pm25), 2) AS avg_pm25
ORDER BY month",1.0,1.0,0.0,0.8,0.8,0,0,10.547,executed,,1,1
q129,temporal,complex,3,JP14|JP04|JP08,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Saitama Prefecture'
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN t.year AS year,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY year",1.0,0.0,0.0,0.0,0.0,0,0,9.629,execution_failure,Timeout: exceeded 30s,1,1
q130,temporal,complex,3,JP04|JP02|JP14,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Oita Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH t.season AS season, round(avg(p.pm25), 2) AS avg_pm25
ORDER BY avg_pm25 DESC
RETURN season, avg_pm25",1.0,1.0,0.0,1.0,1.0,1,1,14.803,executed,,1,1
q131,health_risk,medium,3,JP19|JP01|JP07,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Fukuoka Prefecture'
  AND t.season = 'Winter'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(DISTINCT p) AS unhealthy_readings_count",1.0,1.0,0.0,0.0,0.0,0,0,10.566,executed,,0,1
q133,health_risk,complex,3,JP21|JP16|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gunma Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,16.987,executed,,1,1
q134,health_risk,complex,3,JP21|JP07|JP19,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Fukuoka Prefecture'
  AND t.year = 2022
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.466,executed,,1,1
q136,health_risk,medium,3,JP01|JP04|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Ibaraki Prefecture'
  AND t.season = 'Spring'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy', 'Slightly Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,1.0,1.0,1,1,12.714,executed,,0,1
q137,health_risk,medium,3,JP01|JP04|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Akita Prefecture'
  AND t.season = 'Winter'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy', 'Slightly Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,1.0,1.0,1,1,9.48,executed,,0,1
q138,health_risk,medium,3,JP01|JP19|JP16,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Nagasaki Prefecture'
  AND t.season = 'Summer'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(p) AS unhealthy_count",1.0,1.0,0.0,0.0,0.0,0,0,10.136,executed,,0,1
q139,health_risk,medium,3,JP01|JP19|JP17,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Nagasaki Prefecture'
  AND t.season = 'Autumn'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(p) AS unhealthy_readings_count",1.0,1.0,0.0,0.0,0.0,0,0,10.542,executed,,0,1
q140,health_risk,complex,3,JP21|JP07|JP19,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Fukuoka Prefecture'
  AND t.year = 2023
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,19.39,executed,,1,1
q143,health_risk,complex,3,JP21|JP16|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Fukui Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,14.455,executed,,1,1
q144,health_risk,complex,3,JP21|JP23|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kagawa Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total_readings,
     count(CASE WHEN p.pm25_level IN ['Slightly Unhealthy', 'Unhealthy', 'Very Unhealthy'] THEN 1 END) AS exceeded_readings
RETURN total_readings, exceeded_readings, 
       round(100.0 * exceeded_readings / total_readings, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,17.651,executed,,1,1
q145,health_risk,complex,3,JP16|JP21|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gunma Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total_readings,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeded_count
RETURN total_readings, exceeded_count, 
       round(100.0 * exceeded_count / total_readings, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.218,executed,,1,1
q147,health_risk,complex,3,JP21|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Miyagi Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,19.094,executed,,1,1
q148,health_risk,medium,3,JP01|JP05|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Osaka Prefecture'
  AND t.season = 'Winter'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy', 'Slightly Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,1.0,1.0,1,1,11.614,executed,,0,1
q150,health_risk,complex,3,JP21|JP16|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gifu Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.269,executed,,1,1
q151,health_risk,complex,3,JP21|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Akita Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.895,executed,,1,1
q152,health_risk,complex,3,JP16|JP21|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Gunma Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard_count
RETURN total, exceeds_standard_count, 
       round(100.0 * exceeds_standard_count / total, 2) AS exceed_standard_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.211,executed,,1,1
q153,health_risk,medium,3,JP01|JP16|JP05,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shimane Prefecture'
  AND t.season = 'Winter'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy', 'Slightly Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,1.0,1.0,1,1,9.941,executed,,0,1
q154,health_risk,complex,3,JP21|JP01|JP23,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Yamagata Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total_readings,
     count(CASE WHEN p.pm25_level IN ['Slightly Unhealthy', 'Unhealthy', 'Very Unhealthy'] THEN 1 END) AS exceeded_readings
RETURN total_readings, exceeded_readings, 
       round(100.0 * exceeded_readings / total_readings, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,19.394,executed,,1,1
q155,health_risk,complex,3,JP21|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Okayama Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.812,executed,,1,1
q157,health_risk,medium,3,JP01|JP19|JP04,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Kagoshima Prefecture'
  AND t.season = 'Autumn'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,0.0,0.0,0,0,11.207,executed,,0,1
q158,health_risk,complex,3,JP21|JP16|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tochigi Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.172,executed,,1,1
q160,health_risk,complex,3,JP21|JP16|JP23,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Oita Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25_level IN ['Slightly Unhealthy', 'Unhealthy', 'Very Unhealthy'] THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,17.738,executed,,1,1
q161,health_risk,complex,3,JP21|JP16|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Shizuoka Prefecture'
  AND t.year = 2025
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,18.642,executed,,1,1
q162,health_risk,medium,3,JP01|JP19|JP04,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Kagawa Prefecture'
  AND t.season = 'Spring'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(p) AS unhealthy_readings_count",1.0,1.0,0.0,0.0,0.0,0,0,12.935,executed,,0,1
q164,health_risk,medium,3,JP01|JP19|JP04,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Nagano Prefecture'
  AND t.season = 'Autumn'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,0.0,0.0,0,0,10.672,executed,,0,1
q165,health_risk,complex,3,JP21|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Kagawa Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.928,executed,,1,1
q166,health_risk,complex,3,JP21|JP16|JP02,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Tochigi Prefecture'
  AND t.year = 2021
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.12,executed,,1,1
q167,health_risk,complex,3,JP21|JP01|JP16,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Mie Prefecture'
  AND t.year = 2019
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.732,executed,,1,1
q169,health_risk,complex,3,JP21|JP16|JP01,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Ishikawa Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH count(p) AS total,
     count(CASE WHEN p.pm25 > 35 THEN 1 END) AS exceeds_standard
RETURN total, exceeds_standard, round(100.0 * exceeds_standard / total, 2) AS exceed_pct",1.0,1.0,0.0,1.0,1.0,1,1,15.894,executed,,1,1
q170,health_risk,medium,3,JP01|JP16|JP04,"MATCH (p:ObservedPM25)-[:OBSERVED_AT]->(t:ObservationTime)-[:AT_LOCATION]->(l:Location)
WHERE l.prefecture_en = 'Wakayama Prefecture'
  AND t.season = 'Summer'
  AND p.pm25_level IN ['Unhealthy', 'Very Unhealthy', 'Slightly Unhealthy']
RETURN count(p) AS unhealthy_readings",1.0,1.0,0.0,1.0,1.0,1,1,10.79,executed,,0,1
q172,comparative,medium,3,JP06|JP28|JP11,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Niigata Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN s.stationtype_en AS station_type,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,1.0,1.0,1,1,14.185,executed,,1,1
q173,comparative,medium,3,JP06|JP11|JP28,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Niigata Prefecture'
  AND t.year = 2020
  AND p.pm25 >= 0 AND p.pm25 <= 500
WITH s.stationtype_en AS station_type, round(avg(p.pm25), 2) AS avg_pm25
RETURN station_type, avg_pm25
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,0.8,0.8,0,0,17.755,executed,,1,1
q174,comparative,medium,3,JP06|JP11|JP28,"MATCH (p:ObservedPM25)-[:RECORDED_BY]->(s:Station)-[:LOCATED_AT]->(l:Location),
      (p)-[:OBSERVED_AT]->(t:ObservationTime)
WHERE l.prefecture_en = 'Shiga Prefecture'
  AND t.year = 2018
  AND p.pm25 >= 0 AND p.pm25 <= 500
RETURN s.stationtype_en AS station_type,
       round(avg(p.pm25), 2) AS avg_pm25,
       count(p) AS readings
ORDER BY avg_pm25 DESC",1.0,1.0,0.0,1.0,1.0,1,1,12.79,executed,,1,1
